date,ticker,close,open,high,low,volume
2022-11-10,NVDA,15.7346,14.7855,15.7576,14.5327,701508425.0
2022-11-09,NVDA,13.7627,14.1475,14.197,13.7457,454860524.0
2022-11-08,NVDA,14.5877,14.7865,14.8765,14.202,595877391.0
2022-11-07,NVDA,14.2868,14.214,14.3978,13.9403,410464198.0
2022-11-04,NVDA,14.142,13.9722,14.215,13.6837,613178308.0
2022-11-03,NVDA,13.4079,13.0303,13.7677,12.9433,500556616.0
2022-11-02,NVDA,13.206,13.8365,14.196,13.1983,673289292.0
2022-11-01,NVDA,13.5297,13.7976,13.9113,13.5057,433242526.0
2022-10-31,NVDA,13.4837,13.7647,13.8246,13.2839,486819250.0
2022-10-28,NVDA,13.8206,13.091,13.8365,13.0482,521552313.0
2022-10-27,NVDA,13.163,13.6167,13.8246,13.109,583686505.0
2022-10-26,NVDA,12.8833,12.8563,13.3749,12.6955,536059925.0
2022-10-25,NVDA,13.2479,12.6811,13.2869,12.6516,505979414.0
2022-10-24,NVDA,12.5867,12.4957,12.6975,12.0522,517966260.0
2022-10-21,NVDA,12.4537,12.0862,12.4857,11.8754,610093778.0
2022-10-20,NVDA,12.182,12.101,12.7564,12.093,653039168.0
2022-10-19,NVDA,12.0392,11.8674,12.3377,11.8224,523645049.0
2022-10-18,NVDA,11.9552,12.3318,12.4797,11.6065,660010467.0
2022-10-17,NVDA,11.8764,11.5068,11.9363,11.5058,581345295.0
2022-10-14,NVDA,11.2159,12.0452,12.099,11.1929,714133568.0
2022-10-13,NVDA,11.9482,10.9602,12.0661,10.8025,850938989.0
2022-10-12,NVDA,11.4888,11.5675,11.7234,11.3339,493074596.0
2022-10-11,NVDA,11.5745,11.5496,11.8344,11.2719,668138022.0
2022-10-10,NVDA,11.6585,12.0252,12.1123,11.397,699386341.0
2022-10-07,NVDA,12.0641,12.4927,12.6576,12.0102,673139465.0
2022-10-06,NVDA,13.117,13.207,13.6427,13.09,644790344.0
2022-10-05,NVDA,13.196,12.898,13.3079,12.6087,507629435.0
2022-10-04,NVDA,13.154,12.8663,13.207,12.8663,584756146.0
2022-10-03,NVDA,12.4997,12.3348,12.6656,12.093,548016852.0
2022-09-30,NVDA,12.127,12.075,12.6207,12.0631,566194660.0
2022-09-29,NVDA,12.208,12.4357,12.4877,11.9344,533287031.0
2022-09-28,NVDA,12.7235,12.3977,12.8103,12.3416,542947282.0
2022-09-27,NVDA,12.4007,12.4947,12.7235,12.246,554398712.0
2022-09-26,NVDA,12.216,12.4787,12.6467,12.202,547880939.0
2022-09-23,NVDA,12.5037,12.4077,12.5987,12.245,663961599.0
2022-09-22,NVDA,12.5487,13.0652,13.136,12.4157,759908709.0
2022-09-21,NVDA,13.2479,13.2,14.017,13.097,808473660.0
2022-09-20,NVDA,13.163,13.2015,13.4695,13.0442,525333848.0
2022-09-19,NVDA,13.3689,12.9993,13.4498,12.9973,570245500.0
2022-09-16,NVDA,13.185,12.729,13.199,12.6047,671411007.0
2022-09-15,NVDA,12.9163,13.0025,13.22,12.7774,524140085.0
2022-09-14,NVDA,13.115,13.2409,13.2769,12.9003,589085269.0
2022-09-13,NVDA,13.118,13.7886,13.9083,13.086,715658707.0
2022-09-12,NVDA,14.4907,14.3548,14.5327,14.184,484635355.0
2022-09-09,NVDA,14.3728,14.143,14.4597,14.112,487607455.0
2022-09-08,NVDA,13.9762,13.4458,13.9942,13.3559,625487611.0
2022-09-07,NVDA,13.7007,13.5497,13.8246,13.3329,513161600.0
2022-09-06,NVDA,13.4478,13.7136,13.7616,13.3339,536437387.0
2022-09-02,NVDA,13.6296,14.0818,14.1528,13.5737,744109320.0
2022-09-01,NVDA,13.9192,14.1898,14.3615,13.2532,1180375069.0
2022-08-31,NVDA,15.0747,15.3642,15.5201,14.9396,574444686.0
2022-08-30,NVDA,15.4481,15.9396,16.0184,15.1627,530859762.0
2022-08-29,NVDA,15.7808,15.9994,16.3171,15.7469,496767402.0
2022-08-26,NVDA,16.2392,17.8342,17.9011,16.2162,770112553.0
2022-08-25,NVDA,17.8901,16.8224,17.9241,16.8114,771678456.0
2022-08-24,NVDA,17.2,16.9901,17.3837,16.8734,523330151.0
2022-08-23,NVDA,17.159,16.9667,17.4427,16.9483,370459659.0
2022-08-22,NVDA,17.012,17.4677,17.5357,16.9443,410117329.0
2022-08-19,NVDA,17.8262,18.3974,18.4964,17.7473,442153930.0
2022-08-18,NVDA,18.7491,18.2775,18.8408,18.1596,415978677.0
2022-08-17,NVDA,18.3115,18.4994,18.6641,18.1217,447371384.0
2022-08-16,NVDA,18.8548,18.8952,19.1175,18.4774,451817602.0
2022-08-15,NVDA,19.0075,18.6771,19.1394,18.5892,458251753.0
2022-08-12,NVDA,18.6851,18.1367,18.6941,17.9301,478706508.0
2022-08-11,NVDA,17.9191,18.1078,18.6831,17.8532,509978912.0
2022-08-10,NVDA,18.0739,17.6753,18.0949,17.295,598187658.0
2022-08-09,NVDA,17.064,17.23,17.4249,16.7025,669118582.0
2022-08-08,NVDA,17.7703,17.4797,18.2155,17.22,985043241.0
2022-08-05,NVDA,18.9646,18.786,19.2043,18.6422,386562778.0
2022-08-04,NVDA,19.1904,18.8249,19.2494,18.7361,410176966.0
2022-08-03,NVDA,18.8688,18.1606,18.9436,18.1138,418681144.0
2022-08-02,NVDA,18.5024,18.0989,18.9132,18.0689,490153922.0
2022-08-01,NVDA,18.4174,18.1586,18.8219,17.967,477079317.0
2022-07-29,NVDA,18.1397,17.7902,18.2205,17.6693,436018172.0
2022-07-28,NVDA,17.961,17.952,18.1168,17.4177,475254222.0
2022-07-27,NVDA,17.7673,17.01,17.9131,16.8914,570506018.0
2022-07-26,NVDA,16.5118,16.8674,16.8974,16.4569,398374508.0
2022-07-25,NVDA,17.002,16.997,17.102,16.6277,481363267.0
2022-07-22,NVDA,17.297,17.8701,17.9441,17.1145,537358265.0
2022-07-21,NVDA,18.0269,17.8622,18.1207,17.5222,557762767.0
2022-07-20,NVDA,17.7842,16.9253,17.9096,16.7794,761511911.0
2022-07-19,NVDA,16.9702,16.4649,17.088,16.1514,703265693.0
2022-07-18,NVDA,16.0804,16.2812,16.8754,15.9814,671376270.0
2022-07-15,NVDA,15.7419,15.6389,15.7619,15.4252,386429788.0
2022-07-14,NVDA,15.3523,15.0887,15.4531,14.7091,456819200.0
2022-07-13,NVDA,15.1447,14.5714,15.3552,14.4464,522586830.0
2022-07-12,NVDA,15.0627,15.2484,15.4112,14.8581,459070340.0
2022-07-11,NVDA,15.1327,15.5061,15.5071,15.0188,438950232.0
2022-07-08,NVDA,15.8178,15.4102,16.0164,15.3692,468571153.0
2022-07-07,NVDA,15.8377,15.4356,15.9247,15.3692,493534086.0
2022-07-06,NVDA,15.1107,14.9909,15.2993,14.7701,529743504.0
2022-07-05,NVDA,14.9451,14.1568,14.9521,14.0368,653042978.0
2022-07-01,NVDA,14.5044,14.8811,15.0436,14.3735,578349901.0
2022-06-30,NVDA,15.1397,15.3413,15.5471,14.8431,686948771.0
2022-06-29,NVDA,15.5221,15.7938,15.7998,15.1507,482970092.0
2022-06-28,NVDA,15.9616,16.8784,17.18,15.9247,462450924.0
2022-06-27,NVDA,16.8474,17.29,17.308,16.6042,428516035.0
2022-06-24,NVDA,17.104,16.4789,17.118,16.2892,472757578.0
2022-06-23,NVDA,16.2043,16.4973,16.5638,15.8327,464273486.0
2022-06-22,NVDA,16.3391,16.2053,16.6407,16.1594,438558441.0
2022-06-21,NVDA,16.5448,16.4534,16.9861,16.386,483707636.0
2022-06-17,NVDA,15.8597,15.628,15.9745,15.3083,631141322.0
2022-06-16,NVDA,15.5811,15.8397,15.922,15.3812,546447682.0
2022-06-15,NVDA,16.5058,16.0744,16.8464,15.9057,564657957.0
2022-06-14,NVDA,15.8158,15.7109,16.0454,15.3922,470281100.0
2022-06-13,NVDA,15.627,15.9794,16.2912,15.5861,604927199.0
2022-06-10,NVDA,16.9522,17.5777,17.6743,16.8474,466246079.0
2022-06-09,NVDA,18.0249,18.4574,18.9087,18.0179,396080453.0
2022-06-08,NVDA,18.6242,18.775,19.1554,18.5114,363717725.0
2022-06-07,NVDA,18.8977,18.4445,18.9716,18.1608,389494563.0
2022-06-06,NVDA,18.7581,19.1105,19.3082,18.5366,423036590.0
2022-06-03,NVDA,18.6921,19.053,19.3035,18.494,599672375.0
2022-06-02,NVDA,19.563,18.2646,19.59,18.1707,649623917.0
2022-06-01,NVDA,18.2926,18.6961,19.0247,18.0951,545326585.0
2022-05-31,NVDA,18.6443,18.9516,19.1713,18.3225,665090677.0
2022-05-27,NVDA,18.783,18.1588,18.8528,18.0731,739481379.0
2022-05-26,NVDA,17.8244,16.012,18.0651,15.998,998061905.0
2022-05-25,NVDA,16.9496,15.996,17.0854,15.9761,782297737.0
2022-05-24,NVDA,16.13,16.4854,16.5723,15.7566,589428429.0
2022-05-23,NVDA,16.8728,16.2498,16.8898,16.155,640843722.0
2022-05-20,NVDA,16.6691,17.3063,17.384,15.7316,740208372.0
2022-05-19,NVDA,17.0984,16.9117,17.6606,16.709,622236893.0
2022-05-18,NVDA,16.9127,17.6786,18.0911,16.8388,545974711.0
2022-05-17,NVDA,18.1498,18.0471,18.3435,17.6079,586704059.0
2022-05-16,NVDA,17.2384,17.483,17.7615,17.0804,522224236.0
2022-05-13,NVDA,17.6796,16.763,17.9017,16.5678,671437134.0
2022-05-12,NVDA,16.151,16.195,16.763,15.5438,709786145.0
2022-05-11,NVDA,16.6052,17.3212,17.7265,16.5433,671167252.0
2022-05-10,NVDA,17.569,17.6626,18.1707,16.9994,762610788.0
2022-05-09,NVDA,16.9247,18.0071,18.2276,16.8018,645416356.0
2022-05-06,NVDA,18.6473,18.7081,19.483,17.9632,634241913.0
2022-05-05,NVDA,18.8159,19.8374,19.8954,18.4725,627266208.0
2022-05-04,NVDA,20.3036,19.8934,20.3695,18.7231,649823044.0
2022-05-03,NVDA,19.573,19.371,19.7955,19.1045,476460897.0
2022-05-02,NVDA,19.504,18.513,19.545,18.3635,572902461.0
2022-04-29,NVDA,18.5195,19.373,20.0984,18.4895,501181807.0
2022-04-28,NVDA,19.7525,18.9387,20.0072,18.4621,571177921.0
2022-04-27,NVDA,18.3875,18.5703,19.1383,18.2626,500205613.0
2022-04-26,NVDA,18.7601,19.6887,19.7585,18.6423,654117313.0
2022-04-25,NVDA,19.8724,19.1733,19.9153,19.0675,642523145.0
2022-04-22,NVDA,19.486,20.2727,20.4555,19.471,625645813.0
2022-04-21,NVDA,20.1528,21.6769,22.3588,19.9703,657188831.0
2022-04-20,NVDA,21.45,22.4835,22.6366,21.1684,469674383.0
2022-04-19,NVDA,22.165,21.6875,22.3399,21.2823,513545903.0
2022-04-18,NVDA,21.7504,21.1684,22.0552,21.0474,526485216.0
2022-04-14,NVDA,21.2264,22.4714,22.7429,21.1314,569946225.0
2022-04-13,NVDA,22.17,21.6955,22.4664,21.423,517714976.0
2022-04-12,NVDA,21.472,22.5033,22.6911,21.2503,663246488.0
2022-04-11,NVDA,21.8844,22.1809,22.2868,21.6277,576065334.0
2022-04-08,NVDA,23.0845,23.8813,23.8873,23.0276,525563873.0
2022-04-07,NVDA,24.1719,24.4047,24.6852,23.443,558825162.0
2022-04-06,NVDA,24.3708,24.8968,25.2623,23.9671,704883028.0
2022-04-05,NVDA,25.8924,27.2134,27.2784,25.7814,437266376.0
2022-04-04,NVDA,27.3193,26.6883,27.5169,26.5734,398301398.0
2022-04-01,NVDA,26.6723,27.3343,27.455,26.2278,518007082.0
2022-03-31,NVDA,27.2454,27.7405,28.206,27.2294,524221453.0
2022-03-30,NVDA,27.6486,28.262,28.4532,27.462,464178883.0
2022-03-29,NVDA,28.6133,28.6516,28.9028,27.9383,489714208.0
2022-03-28,NVDA,28.177,27.7141,28.208,27.1655,426128968.0
2022-03-25,NVDA,27.6506,27.8445,28.3159,27.2304,579880360.0
2022-03-24,NVDA,28.1081,26.1271,28.278,25.8684,878688626.0
2022-03-23,NVDA,25.5957,26.0871,26.5719,25.537,502869272.0
2022-03-22,NVDA,26.4845,26.6873,27.1974,26.0333,547823506.0
2022-03-21,NVDA,26.6942,26.4675,27.1116,25.9284,592610231.0
2022-03-18,NVDA,26.4135,24.7621,26.5295,24.5873,731809155.0
2022-03-17,NVDA,24.7291,24.0839,24.8049,23.8703,472645561.0
2022-03-16,NVDA,24.4594,23.465,24.5603,23.1375,672423835.0
2022-03-15,NVDA,22.9386,21.4859,23.0036,21.2902,492729992.0
2022-03-14,NVDA,21.2982,21.8364,22.2289,21.1274,385929380.0
2022-03-11,NVDA,22.0671,22.9876,23.1105,22.0133,367756627.0
2022-03-10,NVDA,22.6242,22.4973,22.7539,21.8494,428704537.0
2022-03-09,NVDA,22.9796,22.3539,23.1855,22.2139,493477366.0
2022-03-08,NVDA,21.4819,21.2773,22.3399,20.6192,558299208.0
2022-03-07,NVDA,21.3201,22.7829,22.9986,21.2982,451493739.0
2022-03-04,NVDA,22.9017,23.3492,23.6449,22.4485,432655474.0
2022-03-03,NVDA,23.6787,24.2254,24.2898,23.434,365639943.0
2022-03-02,NVDA,24.1839,23.7206,24.3728,23.3801,390223389.0
2022-03-01,NVDA,23.438,24.2509,24.3368,23.0935,412741297.0
2022-02-28,NVDA,24.3448,23.9522,24.6243,23.6677,478112468.0
2022-02-25,NVDA,24.1169,23.6817,24.1769,23.3422,529745095.0
2022-02-24,NVDA,23.7086,20.9798,23.7605,20.855,737024387.0
2022-02-23,NVDA,22.3499,23.7625,24.1149,22.2639,567452970.0
2022-02-22,NVDA,23.3512,22.9966,24.024,22.9616,634475922.0
2022-02-18,NVDA,23.603,24.6263,24.9448,23.0615,762520994.0
2022-02-17,NVDA,24.4664,25.5879,25.7425,24.1249,811943227.0
2022-02-16,NVDA,26.4665,26.2159,26.5375,25.51,733894884.0
2022-02-15,NVDA,26.4505,24.9078,26.5005,24.7431,702919922.0
2022-02-14,NVDA,24.2269,23.8943,24.8339,23.7156,441156924.0
2022-02-11,NVDA,23.9093,25.8734,26.1091,23.7336,606478979.0
2022-02-10,NVDA,25.7814,25.9524,26.8797,25.558,514053249.0
2022-02-09,NVDA,26.6603,25.58,26.6803,25.3112,525153622.0
2022-02-08,NVDA,25.0665,24.3189,25.1884,23.9403,411041133.0
2022-02-07,NVDA,24.6872,24.3318,25.1404,24.1619,377494289.0
2022-02-04,NVDA,24.2789,23.9323,24.5943,23.593,355418640.0
2022-02-03,NVDA,23.9083,24.4176,25.0356,23.7406,410859973.0
2022-02-02,NVDA,25.2003,25.7514,25.7744,24.5123,544323200.0
2022-02-01,NVDA,24.5973,25.0625,25.1035,23.8504,519788226.0
2022-01-31,NVDA,24.4455,23.1435,24.4684,23.0136,565618836.0
2022-01-28,NVDA,22.8018,21.9753,22.8198,21.2603,544678630.0
2022-01-27,NVDA,21.9074,23.529,23.9552,21.6387,574306293.0
2022-01-26,NVDA,22.7339,23.2015,24.0171,22.2629,757216008.0
2022-01-25,NVDA,22.2869,22.5083,22.9047,21.9634,665721727.0
2022-01-24,NVDA,23.3332,22.2929,23.3412,20.853,917333768.0
2022-01-21,NVDA,23.3352,23.468,24.7821,23.2245,720153585.0
2022-01-20,NVDA,24.1099,25.2623,25.537,24.0379,435904506.0
2022-01-19,NVDA,25.0256,26.0363,26.4995,25.0106,489126652.0
2022-01-18,NVDA,25.8604,26.2169,26.5934,25.7275,426013526.0
2022-01-14,NVDA,26.8967,26.2758,27.1515,26.1671,396490679.0
2022-01-13,NVDA,26.5305,28.3328,28.4327,26.4535,539764316.0
2022-01-12,NVDA,27.9522,28.0202,28.5474,27.5617,384051161.0
2022-01-11,NVDA,27.7705,27.2774,28.0182,26.7938,404761355.0
2022-01-10,NVDA,27.3543,26.5365,27.423,25.6006,595670001.0
2022-01-07,NVDA,27.2014,28.0941,28.3748,27.0117,410620306.0
2022-01-06,NVDA,28.131,27.5937,28.3908,27.0197,454941757.0
2022-01-05,NVDA,27.5577,28.9008,29.3673,27.4869,498892235.0
2022-01-04,NVDA,29.2413,30.2269,30.4177,28.3019,528031140.0
2022-01-03,NVDA,30.0711,29.7655,30.6604,29.7357,393055570.0
2021-12-31,NVDA,29.3623,29.6249,29.9802,29.2823,266973193.0
2021-12-30,NVDA,29.5369,29.7775,30.4067,29.491,309377907.0
2021-12-29,NVDA,29.9512,30.2219,30.4974,29.3173,343709971.0
2021-12-28,NVDA,30.2718,31.2603,31.2782,29.9622,421290718.0
2021-12-27,NVDA,30.894,29.6109,31.0347,29.5909,404357262.0
2021-12-23,NVDA,29.5909,29.7059,30.0091,29.3823,343592236.0
2021-12-22,NVDA,29.3513,28.8428,29.506,28.4018,395841632.0
2021-12-21,NVDA,29.0267,28.3268,29.0716,27.3553,525257076.0
2021-12-20,NVDA,27.6726,27.2594,28.0971,27.0996,462614882.0
2021-12-17,NVDA,27.7545,27.9383,28.8738,27.7136,717814249.0
2021-12-16,NVDA,28.3398,31.1004,31.1084,28.0462,708542411.0
2021-12-15,NVDA,30.4087,28.3528,30.4495,27.7915,699458264.0
2021-12-14,NVDA,28.29,27.6526,28.6302,27.2044,668144758.0
2021-12-13,NVDA,28.114,30.1989,30.2439,28.0692,599338798.0
2021-12-10,NVDA,30.1479,31.0984,31.2533,29.8114,489638084.0
2021-12-09,NVDA,30.4395,31.6817,32.152,30.3777,489319630.0
2021-12-08,NVDA,31.7736,31.9464,32.2359,31.3692,476342370.0
2021-12-07,NVDA,32.3726,30.906,32.3946,30.6004,594039821.0
2021-12-06,NVDA,29.9872,29.8304,30.1909,27.9912,660034371.0
2021-12-03,NVDA,30.6424,31.9474,32.0763,30.0801,545230352.0
2021-12-02,NVDA,32.0733,31.1624,32.4235,30.9738,473676818.0
2021-12-01,NVDA,31.3832,33.1646,33.2346,31.3282,486610001.0
2021-11-30,NVDA,32.6173,33.1097,33.2935,31.8076,623177354.0
2021-11-29,NVDA,33.3163,32.3078,33.3522,31.9794,455776451.0
2021-11-26,NVDA,31.4468,32.5414,32.6513,31.2942,283574363.0
2021-11-24,NVDA,32.6153,31.4051,32.796,30.8732,435939368.0
2021-11-23,NVDA,31.6897,31.4788,32.3018,30.8252,533113034.0
2021-11-22,NVDA,31.8994,33.4569,34.5853,31.8435,755682323.0
2021-11-19,NVDA,32.9259,32.186,33.0287,31.8485,534820028.0
2021-11-18,NVDA,31.6187,32.3088,32.7011,31.2653,783106723.0
2021-11-17,NVDA,29.2083,30.3637,30.4545,28.7479,429273214.0
2021-11-16,NVDA,30.1489,29.7059,30.3357,29.6529,264955986.0
2021-11-15,NVDA,29.9712,30.4974,30.5894,29.1943,385596364.0
2021-11-12,NVDA,30.3357,29.9562,30.6254,29.5769,413791913.0
2021-11-11,NVDA,30.3357,30.4137,30.5354,29.7237,332765301.0
2021-11-10,NVDA,29.4063,29.3033,30.7952,28.726,637341853.0
2021-11-09,NVDA,30.6024,32.2249,32.2519,29.9102,647901159.0
2021-11-08,NVDA,30.7493,30.095,31.0447,29.8533,503999356.0
2021-11-05,NVDA,29.6989,30.133,31.3442,29.3573,852780325.0
2021-11-04,NVDA,29.7477,27.1555,31.3092,27.0696,1155691296.0
2021-11-03,NVDA,26.5505,26.6224,26.736,26.1889,240338760.0
2021-11-02,NVDA,26.3547,25.7764,26.6303,25.7544,294637620.0
2021-11-01,NVDA,25.7814,25.6036,25.8484,25.1824,266214312.0
2021-10-29,NVDA,25.522,24.9558,25.6636,24.9558,293025187.0
2021-10-28,NVDA,24.8968,24.8339,24.9058,24.4794,234622551.0
2021-10-27,NVDA,24.4077,24.4305,25.0456,24.2389,246429176.0
2021-10-26,NVDA,24.6732,23.9463,25.2143,23.8813,486766014.0
2021-10-25,NVDA,23.1245,22.9316,23.3133,22.7289,230645985.0
2021-10-22,NVDA,22.6851,22.7819,23.0885,22.5203,249829133.0
2021-10-21,NVDA,22.6512,22.0572,22.6701,22.0432,187925320.0
2021-10-20,NVDA,22.0632,22.2649,22.3927,21.9424,146537160.0
2021-10-19,NVDA,22.2499,22.2359,22.3389,21.9973,161761649.0
2021-10-18,NVDA,22.1819,21.7095,22.2509,21.6048,189831961.0
2021-10-15,NVDA,21.8224,21.7704,21.8914,21.6228,227399377.0
2021-10-14,NVDA,21.7065,21.2493,21.7155,21.0834,244023802.0
2021-10-13,NVDA,20.9008,20.88,20.9518,20.6752,180974491.0
2021-10-12,NVDA,20.6332,20.79,21.0187,20.4914,162423074.0
2021-10-11,NVDA,20.6572,20.5373,21.0246,20.4744,163679316.0
2021-10-08,NVDA,20.793,21.0624,21.1674,20.7371,151528028.0
2021-10-07,NVDA,21.0366,21.0534,21.2833,20.9338,257377733.0
2021-10-06,NVDA,20.6622,20.085,20.6821,20.0451,297732492.0
2021-10-05,NVDA,20.4145,19.9153,20.6102,19.8194,279780389.0
2021-10-04,NVDA,19.6977,20.4674,20.5054,19.521,346252210.0
2021-10-01,NVDA,20.7041,20.7121,20.821,20.1678,241408294.0
2021-09-30,NVDA,20.6781,20.7311,21.0276,20.6502,221403802.0
2021-09-29,NVDA,20.4804,20.9018,20.9788,20.4305,218783637.0
2021-09-28,NVDA,20.6612,21.1754,21.38,20.6132,343681599.0
2021-09-27,NVDA,21.6208,21.6717,21.7594,21.2863,245653040.0
2021-09-24,NVDA,22.0412,22.0302,22.109,21.8214,218044135.0
2021-09-23,NVDA,22.4416,22.1,22.4944,21.8504,248998776.0
2021-09-22,NVDA,21.9014,21.3271,21.9204,21.1574,269205449.0
2021-09-21,NVDA,21.2074,21.378,21.386,20.9118,205053625.0
2021-09-20,NVDA,21.0744,21.1074,21.394,20.6242,350064471.0
2021-09-17,NVDA,21.8604,22.2599,22.2809,21.7904,295028763.0
2021-09-16,NVDA,22.2019,22.144,22.2369,21.8874,156312077.0
2021-09-15,NVDA,22.3009,22.2689,22.3269,21.9264,166835410.0
2021-09-14,NVDA,22.2019,22.2349,22.3697,22.0462,200111320.0
2021-09-13,NVDA,22.112,22.6432,22.9226,21.8184,298031167.0
2021-09-10,NVDA,22.4377,22.3089,22.5852,22.2299,248819288.0
2021-09-09,NVDA,22.137,22.2719,22.4973,22.091,197207553.0
2021-09-08,NVDA,22.2989,22.4724,22.5692,21.9374,254888573.0
2021-09-07,NVDA,22.6212,22.7919,22.8577,22.4824,198460931.0
2021-09-03,NVDA,22.8018,22.2849,22.9446,22.16,281333483.0
2021-09-02,NVDA,22.3559,22.4774,22.5522,22.2549,188445495.0
2021-09-01,NVDA,22.4007,22.4445,22.6561,22.3169,202127264.0
2021-08-31,NVDA,22.3449,22.6542,22.6542,22.08,260313718.0
2021-08-30,NVDA,22.6432,22.7849,22.9976,22.5063,263095193.0
2021-08-27,NVDA,22.5912,22.14,22.6771,22.123,305320180.0
2021-08-26,NVDA,22.0242,22.156,22.2959,21.7464,238407372.0
2021-08-25,NVDA,22.169,21.6935,22.4257,21.6786,348383386.0
2021-08-24,NVDA,21.7494,21.7095,21.9154,21.4919,297882346.0
2021-08-23,NVDA,21.9144,20.9288,21.9534,20.9078,576936573.0
2021-08-20,NVDA,20.774,19.9523,20.823,19.8944,677067415.0
2021-08-19,NVDA,19.7605,19.456,20.4545,18.7261,768059098.0
2021-08-18,NVDA,19.0035,19.463,19.5959,18.9636,286474575.0
2021-08-17,NVDA,19.421,19.6478,19.7325,19.2303,204986335.0
2021-08-16,NVDA,19.9113,20.0959,20.2477,19.416,211567172.0
2021-08-13,NVDA,20.1488,19.8664,20.1748,19.8134,183422109.0
2021-08-12,NVDA,19.8664,19.8314,19.9903,19.583,152159579.0
2021-08-11,NVDA,19.6618,20.0042,20.0102,19.393,186289712.0
2021-08-10,NVDA,19.8974,20.2827,20.3895,19.7965,179589527.0
2021-08-09,NVDA,20.2557,20.4055,20.4674,20.1039,146730478.0
2021-08-06,NVDA,20.3266,20.4834,20.5283,20.1708,178846910.0
2021-08-05,NVDA,20.5952,20.4594,20.6911,20.3026,211850294.0
2021-08-04,NVDA,20.2348,19.9513,20.2787,19.7905,231763330.0
2021-08-03,NVDA,19.7775,19.7027,20.1828,19.1833,302403033.0
2021-08-02,NVDA,19.7126,19.6628,19.9223,19.3242,217870696.0
2021-07-30,NVDA,19.462,19.381,19.5929,19.2263,183857568.0
2021-07-29,NVDA,19.6248,19.482,19.8144,19.2912,191155273.0
2021-07-28,NVDA,19.466,19.2823,19.6088,18.9586,202587941.0
2021-07-27,NVDA,19.1713,19.2283,19.585,18.7051,249350951.0
2021-07-26,NVDA,19.2573,19.2743,19.405,18.8777,204343377.0
2021-07-23,NVDA,19.521,19.6188,19.6628,19.2133,196055967.0
2021-07-22,NVDA,19.557,19.6049,19.8484,19.2393,324461436.0
2021-07-21,NVDA,19.373,18.8388,19.49,18.7061,371745452.0
2021-07-20,NVDA,18.5763,18.6941,18.802,18.1289,435539593.0
2021-07-19,NVDA,18.7441,17.8803,19.0055,17.8314,750528743.0
2021-07-16,NVDA,18.1259,18.9936,19.1205,18.0381,689573232.0
2021-07-15,NVDA,18.9297,19.7745,19.8094,18.8229,551644971.0
2021-07-14,NVDA,19.8044,20.3186,20.3785,19.7156,380845123.0
2021-07-13,NVDA,20.2108,20.3605,20.4205,20.0751,291276812.0
2021-07-12,NVDA,20.4714,20.2008,20.4924,20.1488,322616647.0
2021-07-09,NVDA,20.0112,19.9233,20.0411,19.7166,297204786.0
2021-07-08,NVDA,19.8644,19.8174,20.0939,19.6638,504287376.0
2021-07-07,NVDA,20.3326,20.812,20.833,20.2927,419248414.0
2021-07-06,NVDA,20.6562,20.6961,20.8,20.3106,447584122.0
2021-07-02,NVDA,20.4465,20.3995,20.4644,20.2487,344070579.0
2021-07-01,NVDA,20.1728,20.086,20.4155,19.9803,481077186.0
2021-06-30,NVDA,19.9633,19.9603,20.1228,19.8254,327207037.0
2021-06-29,NVDA,19.9883,19.8434,20.0601,19.6198,368355310.0
2021-06-28,NVDA,19.9463,19.3242,20.0401,19.2823,496408824.0
2021-06-25,NVDA,18.9946,19.2433,19.3092,18.8578,278912205.0
2021-06-24,NVDA,19.1693,19.1913,19.383,19.0515,321552190.0
2021-06-23,NVDA,19.0205,18.9716,19.1165,18.8718,333009274.0
2021-06-22,NVDA,18.8508,18.4365,18.9277,18.3505,581284062.0
2021-06-21,NVDA,18.3915,18.3995,18.5005,17.7884,673701659.0
2021-06-18,NVDA,18.6033,18.7481,19.338,18.5484,970755601.0
2021-06-17,NVDA,18.6213,17.7405,18.799,17.7215,811243775.0
2021-06-16,NVDA,17.7754,17.7565,17.9203,17.55,307725314.0
2021-06-15,NVDA,17.7535,17.8803,17.9812,17.6936,243507372.0
2021-06-14,NVDA,17.9842,17.8713,18.0051,17.6288,322004955.0
2021-06-11,NVDA,17.7904,17.446,17.9043,17.41,417124619.0
2021-06-10,NVDA,17.391,17.3162,17.458,17.1424,288335168.0
2021-06-09,NVDA,17.3242,17.482,17.541,17.2224,382406460.0
2021-06-08,NVDA,17.419,17.489,17.584,17.2134,324556658.0
2021-06-07,NVDA,17.581,17.533,17.7734,17.1554,577017033.0
2021-06-04,NVDA,17.54,17.0744,17.6229,17.0584,618473064.0
2021-06-03,NVDA,16.9327,16.6641,17.2214,16.5463,581278223.0
2021-06-02,NVDA,16.741,16.2158,16.8818,16.1989,595470023.0
2021-06-01,NVDA,16.2288,16.2338,16.3516,15.8673,473839420.0
2021-05-28,NVDA,16.2079,15.4658,16.2408,15.4658,645948469.0
2021-05-27,NVDA,15.4528,15.6646,15.7146,15.4249,582749846.0
2021-05-26,NVDA,15.6646,15.6986,15.7586,15.5508,371250675.0
2021-05-25,NVDA,15.6127,15.7306,15.7825,15.4468,436361337.0
2021-05-24,NVDA,15.5768,15.1784,15.7096,15.1425,556032410.0
2021-05-21,NVDA,14.9589,15.1305,15.1884,14.836,674467250.0
